KD-Nr.;Firma;Land;PLZ;Ort;UmsatzKL;Verk.;SP;SP2;Bl;Umsatz AJ;Umsatz VJ;Umsatz VVJ;l Besuch;UK;PN1;PN2;NKEB;WV;WV u;QB;VP
410.360;itufwxxeyqqtydnn;DE;35745;Tokyo;;7;;;;;;;21.07.2010;;;;;;;;
410.364;kvbvrgeyaxsci;DE;61348;Rhauderfehn;;7;;;;;;;20.10.2011;;;;;;;;
410.368;ioeilddvzsqcb;DE;45481;Malsch;;16;;;;;;;19.11.2010;;;;;;;;
410.369;dkruhfo;DE;46485;Köln;;19;;;;;;;;;;;;;;;
410.370;lwdortq;DE;58454;Rötha;;4;;;;;;;;;;;;;;;
410.373;peisdcp;DE;22177;Kiel;;5;;;;;;;20.02.2013;;;;;;;;
410.374;ykynnu;DE;34346;München;;11;;;;;;;07.05.2013;;;;;;;;
410.375;mlawyxxzivqc;DE;10247;Augsburg;;17;;;;;;;;;;;;;;;
410.380;ulvqgtobbwbjtonf;DE;2708;Braunschweig;;44;;;;;;;;;;;;;;;
410.381;rajur;DE;27755;Gladbeck;;15;;;;;;;15.07.2013;;;;;;;;
410.386;sgzqphougnl;DE;80336;München;;21;;;;;;;;;;;;;;;
410.387;qg;DE;33659;Berlin;;8;;;;;;;;;;;;;;;
410.392;xrhpwfry;DE;94032;Gennendorf;;21;;;;;;;;;;;;;;;
410.394;z;DE;76829;Rheine;;2;;;;;;;;;;;;;;;
410.399;yawowtxcs;DE;46342;Hamburg;;19;;;;;;;21.12.2009;;;;;;;;
410.401;tsgzrmccwwzr;DE;50354;Bruchmühlbach;;14;;;;;;;;;;;;;;;
410.402;ylahgrreozytxgfbn;DE;45478;Bielefeld;;16;;;;;;;27.05.2011;;;;;;;;
410.408;pbh;DE;35644;Kassel;;7;;;;;;;;;;;;;;;
410.411;iuvkpjdwnrrzfsqo;DE;94209;Mannheim;;21;;;;;;;;;;;;;;;
410.414;qaxeei;DE;49545;Wuppertal;;8;;;;;;;;;;;;;;;
410.415;nziwkhfhzmmadvv;DE;61118;Osnabrück;;7;;;;;;;;;;;;;;;
410.416;cuhjvjareptwwfk;DE;80469;Neudrossenfeld;;21;;;;;;;;;;;;;;;
410.419;cfgztexcsulp;DE;36391;Schwaig;;7;;;;;;;;;;;;;;;
410.420;gibelozywkhs;DE;67098;Bad Windsheim;;2;;;;;;;;;;;;;;;
410.422;vzhfrausoopqus;DE;66399;Sauerlach;;2;;;;;;;;;;;;;;;
410.425;pjlnmoyiqlrtzeqk;DE;6847;Stammbach;;44;;;;;;;;;;;;;;;
410.426;sftincreyqpczd;DE;50935;Berlin;;16;;;;;;;26.05.2010;;;;;;;;
410.427;qjyefsrpnjmdyqtii;DE;79115;Pforzheim;;60;;;;;;;;;;;;;;;
410.428;ef;DE;36355;Dresden;;7;;;;;;;;;;;;;;;
410.430;fwajp;DE;46284;Halle;;19;;;;;;;11.02.2013;;;;;;;;
410.431;aimxrpv;DE;68782;Köln;;6;;;;;;;;;;;;;;;
410.434;jmltibttg;DE;22087;Weiden;;5;;;;;;;03.02.2014;;;;;;;;
410.435;usseuae;DE;74417;Hattersheim-Okriftel;;33;;;;;;;;;;;;;;;
410.438;ewnnjwgnrl;DE;24340;Berlin;;60;;;;;;;;;;;;;;;
410.439;qhhsmoolsvp;DE;86956;Rauenberg;;22;;;;;;;19.12.2011;;;;;;;;
410.440;ytjd;DE;86154;Halle;;22;;;;;;;20.07.2012;;;;;;;;
410.445;yszipheose;DE;78727;Schwarzenbruck;;3;;;;;;;12.07.2011;;;;;;;;
410.446;hkwsn;DE;79379;Erlangen;;3;;;;;;;;;;;;;;;
410.447;s;DE;8056;Hille;;44;;;;;;;;;;;;;;;
410.449;hmfheqgoy;DE;82054;Laarber;;60;;;;;;;;;;;;;;;
410.450;wsgd;DE;46325;Breisach;;19;;;;;;;06.08.2009;;;;;;;;
410.454;xzboiz;DE;57305;Neu-Ulm;;4;;;;;;;;;;;;;;;
410.456;lhpleeurelfxyrr;DE;85250;Netphen;;21;;;;;;;;;;;;;;;
410.457;cqxbyzn;DE;55765;Garding;;2;;;;;;;;;;;;;;;
410.458;xtcuqxlluqzkxdvx;DE;69412;Berlin;;6;;;;;;;;;;;;;;;
410.462;korujkyqzjin;DE;52064;Kornwestheim;;14;;;;;;;;;;;;;;;
410.465;egovznwkhs;DE;66994;Sehnde;;2;;;;;;;;;;;;;;;
410.467;nmhm;DE;27404;Pulheim;;15;;;;;;;07.10.2013;;;;;;;;
410.470;pddehqtjkqlftilz;DE;64823;Teningen;;6;;;;;;;;;;;;;;;
410.472;bqjvdliqjhy;DE;58300;Uetersen;;4;;;;;;;28.07.2011;;;;;;;;
410.474;uasksimyzyzqaxi;DE;56477;Heidelberg;;14;;;;;;;;;;;;;;;
410.475;ksdrgleyu;DE;36037;Freigericht-Altenmittlau;;60;;;;;;;;;;;;;;;
410.477;thrkb;DE;6779;Langenbogen;;44;;;;;;;;;;;;;;;
410.478;jba;DE;46284;Potsdam;;16;;;;;;;22.10.2012;;;;;;;;
410.480;yd;DE;81541;Neuss-Reuschenberg;;21;;;;;;;;;;;;;;;
410.482;thzjryo;DE;48231;Naila;;8;;;;;;;;;;;;;;;
410.483;wbzkl;DE;33428;Mögglingen;;8;;;;;;;28.04.2015;;;;;;;;
410.484;ajnmmipbyugwzxpb;DE;28239;Münster;;15;;;;;;;;;;;;;;;
410.489;cwwecmsjivpwum;DE;65239;Hamburg;;7;;;;;;;;;;;;;;;
410.494;mzvmndfnaz;DE;68723;Marburg;;6;;;;;;;27.01.2011;;;;;;;;
410.495;babbknobqqfnbv;DE;76133;Berlin;;6;;;;;;;03.04.2012;;;;;;;;
410.496;ryaildpodyood;DE;50996;Leipzig;;16;;;;;;;17.07.2013;;;;;;;;
410.502;jjgyh;DE;80335;Köln;;21;;;;;;;;;;;;;;;
410.503;vvrb;DE;33602;Sande;;8;;;;;;;14.02.2013;;;;;;;;
410.504;pinlf;AT;8020;Nordkirchen;;71;;;;;;;;;;;;;;;
410.506;gvkhwdgayzfbftzj;DE;54329;Frankfurt;;14;;;;;;;;;;;;;;;
410.508;qkjdy;DE;27211;Ludwigsfelde;;15;;;;;;;;;;;;;;;
410.512;buv;DE;80469;Schönwalde;;21;;;;;;;;;;;;;;;
410.513;jwmmqjzpcvp;DE;35576;Köln;;7;;;;;;;;;;;;;;;
410.514;x;DE;52064;Frankenthal;;14;;;;;;;21.06.2011;;;;;;;;
410.516;i;DE;10435;Wiesbaden;;17;;;;;;;;;;;;;;;
410.518;unhvp;DE;46348;Nördlingen;;19;;;;;;;;;;;;;;;
410.519;mom;DE;66482;Magdeburg;;2;;;;;;;07.05.2013;;;;;;;;
410.522;lgpokyyfuoiweqrjy;DE;71549;Bad Oldesloe;;33;;;;;;;;;;;;;;;
410.524;wolwrdhmmzp;DE;48429;Villach;;8;;;;;;;09.05.2012;;;;;;;;
410.527;wno;DE;42697;Ried;;16;;;;;;;11.04.2013;;;;;;;;
410.529;p;DE;46325;Berlin;;19;;;;;;;26.06.2012;;;;;;;;
410.530;pvwizfopblzpkum;DE;67655;Braunfels;;2;;;;;;;;;;;;;;;
410.531;wcaxbwdrunwyfym;DE;21244;Dortmund;;15;;;;;;;;;;;;;;;
410.533;rxcpcijafp;DE;13629;Friesenheim;;17;;;;;;;;;;;;;;;
410.540;zondlkusrsjpvc;DE;20357;Wuppertal;;5;;;;;;;;;;;;;;;
410.543;qblfdgsgo;DE;15890;Eichendorf;;17;;;;;;;;;;;;;;;
410.546;srolgaupamcmbgjja;DE;17440;Roth;;5;;;;;;;;;;;;;;;
410.548;yq;DE;18556;Stendal;;5;;;;;;;;;;;;;;;
410.552;wm;DE;12623;Zwickau;;17;;;;;;;;;;;;;;;
410.553;qgrspvbgsokgmdzhu;DE;4159;München;;44;;;;;;;;;;;;;;;
410.555;fkfdcxqxqzbfd;DE;69115;Uelzen;;6;;;;;;;21.04.2015;;;;;;;;
410.573;vsvpfvoqktrcuullif;DE;6749;Flensburg;;44;;;;;;;11.02.2013;;;;;;;;
410.575;a;DE;10407;Bremerhaven;;17;;;;;;;;;;;;;;;
410.577;gwtto;DE;23569;Grebenstein;;5;;;;;;;;;;;;;;;
410.578;sfmuetwxvr;DE;2977;Pfaffroda;;44;;;;;;;;;;;;;;;
410.580;tnys;DE;10243;Burg;;17;;;;;;;;;;;;;;;
410.581;totzocww;DE;8261;Mölln;;44;;;;;;;;;;;;;;;
410.584;fwkduqecxg;DE;6803;Rosenheim;;44;;;;;;;;;;;;;;;
410.589;tbxube;DE;15236;Daun;;17;;;;;;;;;;;;;;;
410.592;rd;DE;22559;Essen;;5;;;;;;;19.10.2012;;;;;;;;
410.594;hutnbrypw;DE;12049;Shiraz;;17;;;;;;;;;;;;;;;
410.599;gybsikzvmjulgtf;DE;21339;Köln;;15;;;;;;;;;;;;;;;
410.600;kpo;DE;24226;Bad Kötzting;;5;;;;;;;;;;;;;;;
410.602;hktwqsw;DE;23879;Koblenz;;5;;;;;;;01.08.2014;;;;;;;;
410.609;zsanhg;DE;6114;Halle;;44;;;;;;;08.05.2015;;;;;;;;
410.610;mfvxa;DE;8248;Buggingen;;44;;;;;;;;;;;;;;;
410.611;uxg;DE;10825;Frankfurt;;17;;;;;;;;;;;;;;;
410.617;xnprpfirahgh;DE;18236;Westerburg;;5;;;;;;;;;;;;;;;
410.620;jqmkw;DE;16278;Feuchtwangen;;17;;;;;;;;;;;;;;;
410.624;qfbdlukct;DE;1279;Friedland;;44;;;;;;;;;;;;;;;
410.627;lzvprharzqtu;DE;7973;Frontenhausen;;44;;;;;;;;;;;;;;;
410.632;unhiahhldi;DE;2627;Bautzen;;44;;;;;;;;;;;;;;;
410.633;ylbngtcwoovdjqa;DE;27308;Allensbach;;15;;;;;;;23.02.2015;;;;;;;;
410.634;yzxofgnlhxvprrrid;DE;28211;Leese;;15;;;;;;;09.09.2014;;;;;;;;
410.636;qnuwwpxpusgrshbxvi;DE;26180;Harsewinkel;;15;;;;;;;;;;;;;;;
410.642;kfa;DE;4668;Helsinki;;44;;;;;;;;;;;;;;;
410.648;ovax;DE;25980;Boppard;;5;;;;;;;;;;;;;;;
410.654;zindq;DE;7747;Dresden;;44;;;;;;;;;;;;;;;
410.655;yigo;DE;1307;Baden-Baden;;44;;;;;;;;;;;;;;;
410.657;dwsnrcabeixvmae;DE;1814;Crailsheim;;44;;;;;;;;;;;;;;;
410.660;svidvsaawwwjiesqz;DE;26603;Gardelegen;;15;;;;;;;05.11.2012;;;;;;;;
410.666;tnbmskfpmhqbyeg;DE;15938;Esslingen am Neckar;;17;;;;;;;;;;;;;;;
410.667;luitc;DE;22559;München;;5;;;;;;;26.03.2014;;;;;;;;
410.669;mepsuxdsimcye;DE;20095;Varna;;5;;;;;;;06.12.2012;;;;;;;;
410.684;pjj;DE;25779;Friesach;;5;;;;;;;;;;;;;;;
410.688;fhdbhyxf;DE;25840;Hardheim;;5;;;;;;;;;;;;;;;
410.689;j;DE;17495;Maxdorf;;5;;;;;;;;;;;;;;;
410.701;aqnlexuvqejfyq;DE;26384;Remscheid;;15;;;;;;;14.03.2011;;;;;;;;
410.706;nuxzmtxvtbeenzr;DE;26169;Herne;;15;;;;;;;25.09.2013;;;;;;;;
410.710;peiykc;DE;24837;Essenbach;;5;;;;;;;11.06.2014;;;;;;;;
410.711;zdnvrsctquldlp;DE;6114;Ratingen;;44;;;;;;;;;;;;;;;
410.713;nh;DE;13086;Oldenburg;;17;;;;;;;;;;;;;;;
410.714;qxdkgdofnmrwdjeob;DE;19230;Hamburg;;5;;;;;;;;;;;;;;;
410.719;tgsdwhvylpnufecb;DE;1623;Mainz;;44;;;;;;;;;;;;;;;
410.723;oivsjhqlmbtqalomq;DE;4105;Leipzig;;44;;;;;;;;;;;;;;;
410.725;gmtrnjvnoadzcso;DE;10437;Paderborn;;17;;;;;;;;;;;;;;;
410.729;lspnlqrxhucrthkgdd;DE;8606;Hüde;;44;;;;;;;;;;;;;;;
410.732;arhdawjt;DE;15834;Hamburg;;17;;;;;;;;;;;;;;;
410.738;pa;DE;10789;Düren;;17;;;;;;;;;;;;;;;
410.739;dehwzfyzw;DE;1855;Wuppertal;;44;;;;;;;;;;;;;;;
410.742;tmkw;DE;4416;Frankfurt;;44;;;;;;;;;;;;;;;
410.745;wvo;DE;6484;Unterhaching;;44;;;;;;;26.06.2012;;;;;;;;
410.749;giwmwwfqugwmiozabj;DE;24568;Bad Camberg;;5;;;;;;;29.09.2014;;;;;;;;
410.753;jarlswbpng;DE;14199;Korb;;17;;;;;;;;;;;;;;;
410.757;q;DE;10318;Wüstenrot;;17;;;;;;;;;;;;;;;
410.760;dztxnlihyxse;DE;12689;Berlin;;17;;;;;;;;;;;;;;;
410.770;gkpmicqnsovezmsp;DE;9127;Schwalbach;;44;;;;;;;;;;;;;;;
410.776;hgz;DE;10709;Heiligenstadt;;17;;;;;;;;;;;;;;;
410.779;baolaheoyjeanrxqn;DE;6484;Annaberg-Buchholz;;44;;;;;;;;;;;;;;;
410.782;kiiwz;DE;22607;Berlin;;5;;;;;;;;;;;;;;;
410.784;cqsbgxvxzmviy;DE;10557;Klagenfurt;;17;;;;;;;;;;;;;;;
410.787;npn;DE;8349;Berlin;;44;;;;;;;;;;;;;;;
410.788;fyslkrllvfpesx;DE;10783;Solingen;;17;;;;;;;;;;;;;;;
410.789;hskiyvkzjkr;DE;13357;Hamburg;;17;;;;;;;;;;;;;;;
410.792;hydhxiregs;DE;21614;Saffron Walden, Essex, CB114ED;;15;;;;;;;;;;;;;;;
410.793;sfnzn;DE;2747;Saarbrücken;;44;;;;;;;;;;;;;;;
410.795;oistuzalszhqdobj;DE;23611;Lathen;;5;;;;;;;31.03.2015;;;;;;;;
410.797;srrjctdmuojhrazvd;DE;1705;Krefeld;;44;;;;;;;;;;;;;;;
410.799;c;DE;7743;Stuttgart;;44;;;;;;;;;;;;;;;
410.802;hcs;DE;2894;Hochheim;;44;;;;;;;;;;;;;;;
410.803;yicmxjy;DE;9599;Leubnitz b. Plauen;;44;;;;;;;;;;;;;;;
410.816;eycshctbc;DE;4209;Karlsruhe;;44;;;;;;;03.02.2014;;;;;;;;
410.817;ozmqqggwe;DE;1773;Schortens;;44;;;;;;;;;;;;;;;
410.818;qnrodlacb;DE;2730;München;;44;;;;;;;;;;;;;;;
410.821;vtuifksmfzamy;DE;7743;Ditzingen;;44;;;;;;;12.07.2012;;;;;;;;
410.826;opw;DE;9496;Staig;;44;;;;;;;04.06.2012;;;;;;;;
410.827;hn;DE;10439;Karlsruhe;;17;;;;;;;26.10.2009;;;;;;;;
410.832;mistnvljpiorl;DE;4318;Hamburg;;44;;;;;;;22.04.2009;;;;;;;;
410.835;cvxnxeljy;DE;9130;Nördlingen;;44;;;;;;;;;;;;;;;
410.839;cewqdqkz;DE;1662;Berlin;;44;;;;;;;25.06.2012;;;;;;;;
410.840;rihm;DE;12437;Leingarten;;17;;;;;;;;;;;;;;;
410.843;c;DE;14621;Wiesloch;;17;;;;;;;;;;;;;;;
410.845;rzmnjwfwhrqv;DE;6847;Hamburg;;44;;;;;;;;;;;;;;;
410.847;egqbkspejgtyb;DE;23758;Lieskau;;5;;;;;;;12.05.2014;;;;;;;;
410.855;wwjata;DE;17389;Daaden;;5;;;;;;;02.03.2015;;;;;;;;
410.860;duuplxh;DE;48480;Leinburg;;8;;;;;;;30.04.2015;;;;;;;;
410.862;qioumbspyrdwxhwg;DE;84048;Haag;;21;;;;;;;27.03.2012;;;;;;;;
410.863;b;DE;94136;Bielefeld;;21;;;;;;;19.04.2012;;;;;;;;
410.865;gmrknnfiw;DE;84558;Karlsruhe;;21;;;;;;;18.05.2011;;;;;;;;
410.869;grufnojurbrfmx;DE;83569;Bonn;;60;;;;;;;;;;;;;;;
410.872;qqbeyctb;DE;41236;Luxemburg;;9;;;;;;;28.04.2015;;;;;;;;
410.881;xv;DE;10827;Ohorn;;17;;;;;;;;;;;;;;;
410.882;ahendgcxjsqoixqomi;DE;15890;Metten;;17;;;;;;;;;;;;;;;
410.903;s;DE;1139;Lauter;;44;;;;;;;;;;;;;;;
410.909;aouxmjh;DE;24955;Kassel;;5;;;;;;;;;;;;;;;
410.910;lzpv;DE;13591;Langenhagen;;17;;;;;;;;;;;;;;;
410.913;llx;DE;6108;Seiffen;;44;;;;;;;02.11.2011;;;;;;;;
410.918;lhpltxfkdsizqe;DE;49661;Wiesbaden;;8;;;;;;;;;;;;;;;
410.919;mgfanmsggblui;DE;69214;Mittenwald;;6;;;;;;;;;;;;;;;
410.920;skwdlxcgigpsymaet;DE;10439;Ahrensburg;;17;;;;;;;;;;;;;;;
410.921;bhqomvzvlio;DE;20095;Sulzbach-Rosenberg;;5;;;;;;;;;;;;;;;
410.928;q;DE;10365;Belgern b. Torgau;;17;;;;;;;;;;;;;;;
410.929;kvqivnt;DE;10707;Solingen-Wald;;17;;;;;;;;;;;;;;;
410.931;syybg;DE;94209;Gifhorn;;10;;;;;;;30.03.2015;;;;;;;;
410.938;usfh;DE;1109;Starnberg;;44;;;;;;;;;;;;;;;
410.942;lhkouat;DE;14199;Oldenburg;;17;;;;;;;;;;;;;;;
410.944;ifyqagfd;DE;40764;Unterföhring;;9;;;;;;;;;;;;;;;
410.950;xf;DE;6886;München;;44;;;;;;;;;;;;;;;
410.955;gmkt;DE;1906;Oberasbach;;44;;;;;;;;;;;;;;;
410.957;hwvzuglqldcap;DE;6925;Halle;;44;;;;;;;;;;;;;;;
410.959;kirrocvbpwcnd;DE;10781;Blomberg;;17;;;;;;;;;;;;;;;
410.963;eutn;DE;7548;Rosbach v. d. H.;;44;;;;;;;;;;;;;;;
410.968;mgtm;DE;4860;Düsseldorf-Derendorf;;44;;;;;;;;;;;;;;;
410.975;cer;DE;60313;Köln;;7;;;;;;;;;;;;;;;
410.976;tegdvvlcofeuppgks;DE;59439;Ditzingen;;4;;;;;;;;;;;;;;;
410.988;e;DE;17033;Pinneberg;;5;;;;;;;;;;;;;;;
410.995;qsea;DE;13357;Berlin;;17;;;;;;;;;;;;;;;
410.997;mrocrcwazn;DE;7548;Altena;;44;;;;;;;08.12.2014;;;;;;;;
411.000;rcxhtywvclinzm;DE;2799;Barntrup;;44;;;;;;;09.09.2010;;;;;;;;
411.003;uoe;DE;9130;Saarbrücken;;44;;;;;;;;;;;;;;;
411.008;jthkywwtqjecm;DE;67547;Bonn;;2;;;;;;;;;;;;;;;
411.009;mikvwukmxg;DE;17192;Bad Pyrmont;;5;;;;;;;;;;;;;;;
411.010;vmahgjll;DE;22587;Bad Salzungen;;5;;;;;;;;;;;;;;;
411.016;t;DE;17034;Kayseri;;5;;;;;;;;;;;;;;;
411.021;nwqnjngvvqxia;DE;13051;Frankfurt;;17;;;;;;;;;;;;;;;
411.022;cqgphdwhjijctmvui;DE;86356;Brüggen;;22;;;;;;;;;;;;;;;
411.023;v;DE;2748;Ostfildern;;44;;;;;;;;;;;;;;;
411.024;jtbyv;DE;53225;Bad Bocklet;;14;;;;;;;07.06.2013;;;;;;;;
411.025;zftieqbcsllb;DE;85386;Betzdorf-Bruche;;21;;;;;;;;;;;;;;;
411.026;zfoujj;DE;45883;Stuttgart;;19;;;;;;;;;;;;;;;
411.029;ftnniiwdzvj;DE;63533;Pullach;;6;;;;;;;;;;;;;;;
411.031;vqw;DE;41334;Volkach;;9;;;;;;;;;;;;;;;
411.034;wp;DE;22941;Berlin;;5;;;;;;;08.05.2015;;;;;;;;
411.035;d;DE;3046;Neustadt;;44;;;;;;;23.06.2010;;;;;;;;
411.042;voufhucgdljog;DE;63322;Hesel ;;6;;;;;;;;;;;;;;;
411.043;ebwstrwsbtjiobozsn;DE;44225;Lahr;;19;;;;;;;08.09.2009;;;;;;;;
411.049;sfrjcznoouw;DE;8606;Hamburg;;44;;;;;;;18.07.2011;;;;;;;;
411.050;icmh;DE;9456;Rhede;;44;;;;;;;;;;;;;;;
411.051;nnd;DE;4105;Bitterfeld;;44;;;;;;;;;;;;;;;
411.054;rdnxnydwnapllf;DE;14163;München;;17;;;;;;;;;;;;;;;
411.069;ctyjfnjajf;DE;2977;Wendelstein;;44;;;;;;;;;;;;;;;
411.073;tz;DE;22559;Neuss;;5;;;;;;;26.03.2014;;;;;;;;
411.078;qhbjidgi;DE;10317;Jever;;17;;;;;;;;;;;;;;;
411.081;jnlwqxrx;DE;6343;Kahla;;44;;;;;;;06.02.2014;;;;;;;;
411.092;lqyzyl;DE;4416;Offenbach;;44;;;;;;;17.03.2015;;;;;;;;
411.093;zatjegzq;DE;4159;Aschersleben;;44;;;;;;;;;;;;;;;
411.095;rwovxdyjbvljff;DE;22297;Erlangen;;5;;;;;;;13.02.2013;;;;;;;;
411.100;ackofj;DE;24145;Bad-Homburg;;5;;;;;;;;;;;;;;;
411.101;isivolvscwfbpqnahs;DE;1819;Rothenburg;;44;;;;;;;;;;;;;;;
411.102;tudzggaopaha;DE;12437;Nürnberg;;17;;;;;;;;;;;;;;;
411.109;jegp;DE;10999;Landau;;17;;;;;;;;;;;;;;;
411.113;bwjszvoeqitqytqev;DE;10247;Karlsruhe;;17;;;;;;;;;;;;;;;
411.116;e;DE;1127;Obergünzburg;;44;;;;;;;24.07.2012;;;;;;;;
411.117;yoozxpvwcygpxqq;DE;1277;Innsbruck;;44;;;;;;;;;;;;;;;
411.121;aunqejhlwp;DE;6114;Worms;;44;;;;;;;;;;;;;;;
411.130;bruojnmnlbyx;DE;1159;Friedersdorf;;44;;;;;;;;;;;;;;;
411.139;uvwg;DE;7607;Heilbronn;;44;;;;;;;;;;;;;;;
411.142;xacxhnxmcodp;DE;10437;Berlin-Weißensee;;17;;;;;;;;;;;;;;;
411.146;oti;DE;90768;Aschaffenburg;;10;;;;;;;;;;;;;;;
411.148;cuddmnikrayhgwgv;DE;13187;München;;17;;;;;;;;;;;;;;;
411.149;kpevurilcdsp;DE;7570;Emden;;44;;;;;;;;;;;;;;;
411.150;lpbfn;DE;4600;Baden-Baden;;44;;;;;;;;;;;;;;;
411.154;ttufpduitkwltpk;DE;10439;Dortmund;;17;;;;;;;;;;;;;;;
411.164;qwxydsqfzs;DE;8265;Wermelskirchen;;44;;;;;;;;;;;;;;;
411.169;vlbuzixtifqwgc;DE;16761;Groß-Umstadt;;17;;;;;;;;;;;;;;;
411.172;p;DE;7570;Sangerhausen;;44;;;;;;;13.04.2012;;;;;;;;
411.178;mcpfxxxasldsnmp;DE;18055;Bietigheim-Bissingen;;5;;;;;;;;;;;;;;;
411.179;pcjuaonbydllxf;DE;4277;München;;44;;;;;;;;;;;;;;;
411.182;dcimvzhsjk;DE;4651;Leipzig;;44;;;;;;;;;;;;;;;
411.184;ckglrtzfuqgrcqgc;DE;26441;Krefeld;;15;;;;;;;;;;;;;;;
411.188;vyrmv;DE;1277;Eutin;;44;;;;;;;;;;;;;;;
411.189;pmtvcjktc;DE;21614;Amberg;;15;;;;;;;21.01.2015;;;;;;;;
411.204;ccpenmvdthgg;DE;19217;Bottrop;;5;;;;;;;;;;;;;;;
411.205;cbybzhdqouy;DE;65239;Leverkusen;;7;;;;;;;;;;;;;;;
411.207;zag;DE;2699;Wendelstein;;44;;;;;;;06.06.2012;;;;;;;;
411.211;oqrbtfdm;DE;10319;Gelsenkirchen;;17;;;;;;;;;;;;;;;
411.213;eiyvvczolrknwqg;DE;74653;Selters;;33;;;;;;;;;;;;;;;
411.237;ewncdyggkrsplgu;DE;10115;Hannover;;17;;;;;;;;;;;;;;;
411.238;yklhojwpbatcfnnrxw;DE;4838;Neukirchen-Vluyn ;;44;;;;;;;;;;;;;;;
411.239;naqiff;DE;14193;Osterburken;;17;;;;;;;;;;;;;;;
411.246;w;DE;15711;München-Solln;;17;;;;;;;;;;;;;;;
411.248;xwjgtrefo;DE;6258;Köln;;44;;;;;;;;;;;;;;;
411.249;viezobptpf;DE;61348;Bünde;;7;;;;;;;;;;;;;;;
411.254;ptwxyhwmbfdeewmbr;DE;2827;München;;44;;;;;;;;;;;;;;;
411.258;nk;DE;15834;Marsa MRS;;17;;;;;;;;;;;;;;;
411.269;qnkzi;DE;10407;Rosenheim;;17;;;;;;;;;;;;;;;
411.274;dwlkfumqkqf;DE;18347;Bielefeld;;5;;;;;;;;;;;;;;;
411.278;huoctoqiqycagm;DE;10827;22 Yerevan;;17;;;;;;;;;;;;;;;
411.285;brcoxvycbliifsjf;DE;13187;Sprötau;;17;;;;;;;15.10.2009;;;;;;;;
411.286;cy;DE;26384;Laudenbach;;15;;;;;;;06.05.2015;;;;;;;;
411.293;wjvnznvxbtdvalp;DE;15827;Dresden;;17;;;;;;;;;;;;;;;
411.294;lnvpc;DE;16359;Herne;;17;;;;;;;;;;;;;;;
411.306;xnkcgoov;DE;1445;Berlin;;44;;;;;;;;;;;;;;;
411.308;tceflepemlfz;DE;9661;München;;44;;;;;;;;;;;;;;;
411.313;biopsmulbydxwzd;DE;10369;Hilden;;17;;;;;;;;;;;;;;;
411.314;uzwsdvkhexjbviy;DE;14476;Dachau;;17;;;;;;;;;;;;;;;
411.318;cjzsysfhfwdfseo;DE;4349;Bad Honnef;;44;;;;;;;;;;;;;;;
411.326;t;DE;8115;Waldkraiburg;;44;;;;;;;;;;;;;;;
411.327;wwuwjswqkjjh;DE;24941;Weimar;;5;;;;;;;05.01.2015;;;;;;;;
411.329;dsbsc;DE;12559;Nürnberg;;17;;;;;;;;;;;;;;;
411.333;xkxqdekwdozoflvb;DE;6120;Breitenberg;;44;;;;;;;;;;;;;;;
411.338;c;DE;6110;Regensburg;;44;;;;;;;;;;;;;;;
411.345;vajm;DE;25746;Schortens;;5;;;;;;;23.06.2009;;;;;;;;
411.355;buxk;DE;13158;Fuldabrück;;17;;;;;;;;;;;;;;;
411.357;pvlzebhdagr;DE;6295;Pforzheim;;44;;;;;;;12.04.2011;;;;;;;;
411.364;kcajcqkhz;DE;6926;Köln;;44;;;;;;;;;;;;;;;
411.366;ixcsyhvdst;DE;7907;Diez / Lahn;;44;;;;;;;;;;;;;;;
411.374;mctixnyzaddovmr;DE;12557;Straubing;;17;;;;;;;;;;;;;;;
411.378;mvunaqxoz;DE;15711;Barth;;17;;;;;;;;;;;;;;;
411.389;lbvet;DE;1705;Kassel;;44;;;;;;;;;;;;;;;
411.394;mzayopovwzcmjwcpd;DE;12679;Darmstadt;;17;;;;;;;;;;;;;;;
411.399;qllssdqfizlssel;DE;35423;Wetzlar;;7;;;;;;;;;;;;;;;
411.405;i;DE;51588;Friedrichshafen;;14;;;;;;;29.09.2009;;;;;;;;
411.407;jcthengsxz;DE;64546;Mühltal;;6;;;;;;;;;;;;;;;
411.409;nanzjddydgyxgyf;DE;32832;Düsseldorf;;8;;;;;;;;;;;;;;;
411.411;y;DE;36251;Aschaffenburg;;7;;;;;;;10.06.2013;;;;;;;;
411.418;drlbdvmhuxnvumypey;DE;37339;Frankfurt;;11;;;;;;;;;;;;;;;
411.420;v;DE;45329;Landstuhl;;16;;;;;;;31.05.2010;;;;;;;;
411.427;o;DE;47226;Bullay;;19;;;;;;;;;;;;;;;
411.429;hkkizdqjxifam;DE;42929;Hamburg;;16;;;;;;;06.05.2010;;;;;;;;
411.431;anzubiutjq;DE;48143;Bad Wiessee;;8;;;;;;;;;;;;;;;
411.433;xgjgsmwqzlvre;DE;85354;Gieboldehausen;;21;;;;;;;;;;;;;;;
411.435;duidylkhkkledcelys;DE;46240;Grevesmühlen;;19;;;;;;;12.02.2013;;;;;;;;
411.436;ioxfuh;DE;33181;Hinterweidenthal;;8;;;;;;;;;;;;;;;
411.439;rose;DE;44807;Niederzier;;19;;;;;;;21.06.2010;;;;;;;;
411.440;hoot;DE;29451;Nordenham;;15;;;;;;;07.08.2014;;;;;;;;
